"State","District","Date","Year","Month","Avg_smlvl_at15cm","Agency_name"
"Andhra Pradesh","Kurnool","2024-03-15","2024","03","17.7316596577","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-16","2024","03","17.7307110971","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-13","2024","03","17.7926236665","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-14","2024","03","17.7325181822","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-17","2024","03","17.7291172721","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-18","2024","03","17.7277310925","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-19","2024","03","17.7664073839","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-20","2024","03","17.7515271605","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-21","2024","03","17.7396991553","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-22","2024","03","17.7318290012","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-23","2024","03","17.7301291448","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-24","2024","03","17.7445392912","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-25","2024","03","17.7351521067","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-26","2024","03","17.7286133659","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-27","2024","03","17.7271817737","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-28","2024","03","17.7264401005","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-31","2024","03","17.7250560837","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-29","2024","03","17.7262606545","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-30","2024","03","17.7274239194","NRSC VIC MODEL"
